,team_id,win,losses,name,tag,last_match_time,rating,TS_rating,capitan,player_1,player_2,player_3,player_4,player_5
3341927,3341927,0,1,GAMESTAR,GS,1565873677,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",161542454,116359992,447242699,161542454,219815119,265406980
1715428,1715428,4,3,HeX..GaminG,H.G,1566145711,1019.2504818075,"trueskill.Rating(mu=1074.964, sigma=10.707)",314472501,314472501,463684559,137827447,444357403,396180272
7314560,7314560,0,2,Casual,Casual,1565960189,968.1398176812396,"trueskill.Rating(mu=904.109, sigma=68.781)",180297860,180297860,1020100901,402062291,293873264,330956517
7329341,7329341,1,2,iGC,_,1566045765,983.2975517423382,"trueskill.Rating(mu=955.793, sigma=56.283)",160586530,160586530,858889695,106954873,204019576,949888110
7329296,7329296,0,1,royal gaming,ROYAL,1565878406,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",338696994,885284678,903918650,338696994,164431751,139893937
7329260,7329260,2,3,Dream Team,Dream Team,1566320579,1006.3736916991272,"trueskill.Rating(mu=1044.854, sigma=30.852)",1014005838,865706158,119991242,1014005838,404501247,178725430
6590892,6590892,2,3,VIRTUS PEPE,_,1566054896,990.4122706684918,"trueskill.Rating(mu=1000.751, sigma=35.763)",462562614,462562614,115890887,859170625,160506719,387511843
6711285,6711285,1,0,GMid,GMid,1565883595,1020.2217140774517,"trueskill.Rating(mu=1126.754, sigma=49.701)",272907892,272907892,1007760272,157358693,979626788,105500234
6122296,6122296,0,2,GnP,_,1566049262,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",873960768,846525621,1008880659,468761808,873960768,458323687
7329938,7329938,1,3,IRAN game,IG,1566135563,978.579966105278,"trueskill.Rating(mu=991.160, sigma=44.445)",910804577,452473559,910804577,387031430,440925639,848861198
5968852,5968852,1,0,Team Positron,PN⚛⚛,1565885884,1016.7363067935221,"trueskill.Rating(mu=1084.205, sigma=75.666)",216230042,116580391,216230042,119755378,151787100,208332526
7285902,7285902,0,4,Cast away immortals,_,1567157895,934.7811637859108,"trueskill.Rating(mu=917.661, sigma=65.642)",96316286,96316286,203778034,202624739,86707362,173299204
7327085,7327085,2,2,BOBO pickers,_,1566129763,999.6064213041824,"trueskill.Rating(mu=1039.246, sigma=54.334)",180727144,207098798,180727144,303227901,187084352,257681581
7316976,7316976,26,6,Whoops!,Whoops!,1581149464,1154.2389020310686,"trueskill.Rating(mu=1079.124, sigma=3.602)",107227595,107227595,111637216,102126005,100311765,79002648
7300106,7300106,0,1,TeaM LD,TLD,1565961251,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",889912495,889912495,141634943,151604489,138104400,126260443
7329281,7329281,1,0,Retards Squad,_,1565961251,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",368212620,368212620,926536381,369008674,913456406,219299861
2906522,2906522,1,0,WightTiger,WT,1565966454,1014.8375713785842,"trueskill.Rating(mu=1089.899, sigma=59.983)",348687064,385572934,343708118,159413022,348687064,158083392
7121518,7121518,35,43,Unknown Team,Unknown,1587337165,1033.5303760983172,"trueskill.Rating(mu=1081.447, sigma=1.096)",100758751,100758751,86850560,109455705,123953528,153775602
7284431,7284431,0,1,Night Knight,NK,1566046895,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",196676302,335224731,196676302,204929157,135292837,96662176
7333791,7333791,1,2,HAMED VA BACHE HA,HEH,1566057775,987.112225813412,"trueskill.Rating(mu=987.288, sigma=46.035)",153458408,153458408,885284678,411751036,1009901508,164431751
7313782,7313782,0,1,Cloud9,C9,1566048005,984.133379308465,"trueskill.Rating(mu=935.842, sigma=75.285)",390283824,390283824,144560896,373356274,854958450,315566769
6144574,6144574,1,0,MeeTYourTerminaTor,MYT,1566049262,1015.2636932064779,"trueskill.Rating(mu=1041.866, sigma=82.748)",349825118,349825118,107343145,363548160,360291286,490332898
7329062,7329062,0,2,inevadeable,mhlsra,1566054848,971.10656766142,"trueskill.Rating(mu=931.458, sigma=67.482)",876429642,876429642,852559619,372365128,468968985,399916157
6951690,6951690,0,1,NYATANYA  NYEGERIN,TEMANS,1566052388,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",475267948,206331783,161828753,475267948,300156447,224450490
7330046,7330046,3,7,DUARRKMEME.ID,M3,1567531210,948.9968665922237,"trueskill.Rating(mu=972.994, sigma=40.757)",231496755,159442924,1026880530,224404127,204179844,231496755
6391420,6391420,1,0,SMAN 4 BLITAR,FOURSMA,1566055781,1016.7363067935221,"trueskill.Rating(mu=1084.205, sigma=75.666)",862893339,175232952,177589076,862893339,191352355,106464086
6208804,6208804,0,1,DONT GIVE A FUCK,DGAF,1566059201,983.9660918698307,"trueskill.Rating(mu=934.101, sigma=75.532)",367957083,934745504,370321120,367957083,343272723,438772772
7220254,7220254,5,4,Nicolnet E-sports,Nicolnet,1575070874,1031.1300555301339,"trueskill.Rating(mu=1080.045, sigma=7.200)",179411043,179411043,359065794,179154584,153775602,108168506
3378334,3378334,1,0,_,_,1566129675,1015.2636932064779,"trueskill.Rating(mu=1041.866, sigma=82.748)",189182337,189182337,886515495,368357820,279586594,243025280
7136141,7136141,1,0,На очке,NO,1566133258,1016.1442182148377,"trueskill.Rating(mu=1081.108, sigma=74.214)",156861626,232622949,156861626,248693892,312364473,153681094
7340876,7340876,3,0,ForghonTalaWAkeup,FTW,1566320579,1051.2174138323621,"trueskill.Rating(mu=1139.955, sigma=47.044)",139739621,139739621,872008996,1008507348,346831185,132513137
7339435,7339435,0,1,All In Black,A/B,1566182637,985.8680705865996,"trueskill.Rating(mu=963.584, sigma=75.810)",173328149,173328149,402103349,303673743,283176596,247523469
870359,870359,5,1,EFRATE,EFRATE,1568130329,1048.4457376822143,"trueskill.Rating(mu=1017.240, sigma=33.108)",116567515,224012083,116567515,880255878,293536877,204725746
7344356,7344356,4,2,RUMAH GAMING,RG,1571488424,1028.5207433936944,"trueskill.Rating(mu=1015.678, sigma=44.334)",284067182,284067182,454552420,254088489,296005841,348579804
7344573,7344573,3,2,Maxdomplayer,MP,1566717443,1013.0590237862932,"trueskill.Rating(mu=1028.849, sigma=55.261)",196954776,196954776,332469356,180432440,300804864,877210498
7344593,7344593,2,1,EldiraEsports,EL,1566718089,1013.223716198454,"trueskill.Rating(mu=1023.475, sigma=62.114)",323107424,213294689,405107228,419250483,323107424,417314378
7344581,7344581,0,1,Snake Eyes,SNK,1566561884,989.8414178715022,"trueskill.Rating(mu=994.759, sigma=94.567)",233458197,233458197,879495840,296056399,367775986,295776382
6740740,6740740,1,2,ETERNITYQUEEN,EQN,1566654033,984.7023986633528,"trueskill.Rating(mu=969.231, sigma=61.884)",445422251,445422251,310752155,450443950,347158408,398575397
7344577,7344577,12,0,Gang Bang,GB,1566737645,1159.3496649309554,"trueskill.Rating(mu=1229.950, sigma=30.376)",369419637,442451146,410079736,874563696,370533774,369419637
7344557,7344557,0,1,INGINJUARASATU,IJS,1566562310,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",208713909,208713909,1003978961,213180341,183135855,971203439
7284458,7284458,1,2,animal gaming,Animal,1566721959,985.4986305517807,"trueskill.Rating(mu=996.433, sigma=61.607)",192336170,172304119,391864740,873022657,192336170,171018389
7344595,7344595,6,1,Bizzard.GAMING,_,1571414351,1075.333605554831,"trueskill.Rating(mu=1146.560, sigma=37.783)",269967580,269967580,361358045,303180333,453625343,218244665
7344547,7344547,2,2,3-Littlebirds Club,3LB,1566655547,997.9525249339661,"trueskill.Rating(mu=984.253, sigma=54.426)",1004563096,1004563096,385884958,192293875,185249495,357223118
7316243,7316243,0,2,2n1 TEAM,73126243,1566648862,968.0,"trueskill.Rating(mu=897.088, sigma=68.237)",433968710,403950140,489324404,886118377,433968710,475735102
7313608,7313608,1,1,Truck Gaming,TG,1566566985,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",849565870,176746563,161782316,849565870,132074069,107379627
7344562,7344562,3,4,Koeching Oreng,Koeching,1566744532,993.395629985686,"trueskill.Rating(mu=1080.865, sigma=37.256)",175533623,175533623,242333160,297467341,356908569,202903323
1680533,1680533,0,2,AMAZING DZ,AMDZ,1566651820,968.7055715962587,"trueskill.Rating(mu=907.818, sigma=67.983)",234801997,234801997,275857400,835820961,129229949,375522205
7344618,7344618,5,1,DUAR JEDER,_,1566744532,1067.0201258166735,"trueskill.Rating(mu=1167.317, sigma=36.516)",220148006,904272695,456857707,464430028,220148006,112777951
7344554,7344554,0,1,We Proud,WP|,1566563125,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",307052281,179300441,307052281,170876236,233216933,199091539
7344622,7344622,2,0,Hs.Y,_,1566566703,1031.263693206478,"trueskill.Rating(mu=1084.933, sigma=73.178)",227243115,227243115,390315408,207071550,180978274,338822856
7342940,7342940,0,2,COURAGE,CRG,1566654063,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",316664621,459190938,316664621,338767307,863482136,368956094
7313474,7313474,1,1,TEAM NIGHTMARE,NTR,1566716489,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",371638026,379030630,402707535,371638026,353937597,346644845
7343876,7343876,0,2,YolaNet,YLN,1566656303,969.4695015289757,"trueskill.Rating(mu=918.384, sigma=69.941)",332824266,332824266,304550971,222805469,414355268,304619451
7344603,7344603,1,0,Endless,Endless,1566563660,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",446141290,446141290,423304505,168616193,425675948,220693649
7344576,7344576,3,1,CHARETS,CHARETS,1566663791,1034.0390860724438,"trueskill.Rating(mu=1092.585, sigma=48.431)",318242986,318242986,294082426,343676903,315547660,186034061
7344629,7344629,2,1,Ajirahayu,AJR,1566721656,1024.7380856442244,"trueskill.Rating(mu=1192.868, sigma=30.428)",458839438,350974912,458839438,282095160,460651102,381973816
3661419,3661419,0,2, GAIN JR,GAIN,1566654188,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",257189373,257189373,231783114,230364471,300075935,355751315
7343890,7343890,0,2,Pemuda Berkarya Manunggal,PBM.Esport,1566653567,976.8135805840919,"trueskill.Rating(mu=974.009, sigma=82.341)",235018346,235018346,289696000,266875048,413977751,321799723
7341786,7341786,0,2,PANK,PANK,1566648729,970.7685934369417,"trueskill.Rating(mu=934.887, sigma=73.525)",257852864,375796740,343465698,311211863,257852864,408112380
7344646,7344646,1,1,Rizpol Dota,_,1566650358,1001.4387739660466,"trueskill.Rating(mu=1011.555, sigma=70.004)",378755408,378755408,416538011,358694212,465139712,411630808
5111286,5111286,3,2,Animals Doto,_,1566729626,1021.4408463477793,"trueskill.Rating(mu=1069.865, sigma=49.088)",339253205,339253205,349999058,157084676,411361293,286207204
7344678,7344678,3,1,Ahsiap Gaming,_,1566726974,1034.0640321696187,"trueskill.Rating(mu=1113.320, sigma=54.291)",885321253,304466430,885321253,1010468875,411910451,311647022
7344535,7344535,0,1,HunterNet,HN,1566566628,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",235018618,227525747,184631836,235018618,922519544,199796021
2454298,2454298,1,0,Blizzard Insidious of Norrath,BION,1566566628,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",361358045,153211767,413903176,361358045,157695088,397619662
7344661,7344661,0,1,Fery The Donkey,FeryTDonky,1566566703,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",189406095,189406095,128064680,97525520,339780302,129782611
7343079,7343079,2,2,DDSR,DDSR,1566722711,999.9352348765138,"trueskill.Rating(mu=1015.151, sigma=48.138)",185092578,185092578,176315849,120794558,102292135,113023780
7345249,7345249,10,12,Dilecom.Luccini,Dilecom,1570990518,1004.0167262492336,"trueskill.Rating(mu=1078.232, sigma=2.439)",99672424,99672424,148480336,100175472,120146188,116080282
7346931,7346931,2,1,HAMBA SANTUY 2.0,H2O,1566659156,1013.1617787137973,"trueskill.Rating(mu=1003.379, sigma=57.280)",430764837,430764837,208351620,315550632,167751805,201134606
7333917,7333917,0,1,fortia,fortia,1566648455,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",258400380,258400380,323749017,320823802,323784616,333816501
7297226,7297226,0,1,Crown Eagle,CE,1566648595,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",226615591,226615591,364915011,939992294,416471361,258032581
7345699,7345699,1,1,Truck Gaming ,TG,1566655415,1000.7363067935221,"trueskill.Rating(mu=1021.795, sigma=68.362)",842972199,842972199,132074069,161782316,849565870,107379627
7346938,7346938,0,1,Ganbatte,Ganbatte,1566649228,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",238980835,391471017,377237841,383455148,162458844,238980835
7347507,7347507,2,1,HKPG ,HKPG,1566658744,1015.2960431234959,"trueskill.Rating(mu=1066.987, sigma=55.341)",465783820,417300069,180954422,465783820,371491672,323831791
7344508,7344508,2,1,OXYGENCRUSH,OXC,1566659053,1013.1281248226184,"trueskill.Rating(mu=1020.352, sigma=63.732)",493217881,205504042,205324317,450105361,208969084,493217881
7344620,7344620,0,1,Headshot young,Hs.Y,1566649434,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",207071550,390315408,227243115,180978274,338822856,207071550
7285067,7285067,0,1,TeamBajura,TEAM,1566649423,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",387146710,376656549,387146710,384807750,454117165,313620468
7348368,7348368,0,1,BackOne,_,1566649584,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",389931306,389931306,907333835,377003050,400748485,268107980
7344695,7344695,2,0,Fery The Donkey v2,FeryTDonky,1566654447,1029.8668501553059,"trueskill.Rating(mu=1067.908, sigma=75.593)",189406095,189406095,97525520,339780302,128064680,129782611
7314971,7314971,0,1,Knights.Esport,K`E,1566650297,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",184231069,184231069,389570340,305422894,419265148,310791993
7328016,7328016,0,2,SYAFIRA MAJU JAYA,-SMJ-,1566716921,966.0217341913257,"trueskill.Rating(mu=869.212, sigma=59.682)",420409152,373690507,385203213,378367634,353178136,420409152
7316284,7316284,0,1,McDaniels,_,1566652151,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",190900985,190900985,155041999,420357139,390981175,254987235
7344619,7344619,2,0,DUAR JEDER,JEDUAR,1566720419,1033.9752186038113,"trueskill.Rating(mu=1137.962, sigma=59.430)",220148006,333862071,904272695,464430028,220148006,112777951
7081162,7081162,0,1,Creep Hunter,CH,1566653155,984.0339081301693,"trueskill.Rating(mu=935.024, sigma=75.704)",308768141,308768141,351551573,445101434,422828553,849332093
7036088,7036088,0,1,NUDA  E-SPORT,_,1566653360,984.0,"trueskill.Rating(mu=929.854, sigma=74.491)",480812485,480812485,374153762,341918259,365154562,432199255
7172770,7172770,0,1,LOG,LOG,1566653405,987.0651789994133,"trueskill.Rating(mu=963.774, sigma=75.915)",168088647,168088647,63742614,172147148,141300131,174629528
176924,176924,1,0,Bakugan Fighters,BaFi,1566653736,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",85530282,398761439,112682681,85530282,97608268,395708723
5015960,5015960,0,2,SLASHING FELLOWS,SF,1567175512,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",125991136,125896236,132237527,125991136,112863810,114248992
5806572,5806572,0,1,FLY TO SUN,FTS,1566653935,987.2685479974035,"trueskill.Rating(mu=964.847, sigma=76.363)",212340343,212340343,202446595,245852557,283971566,300176296
4275529,4275529,3,1, PT Team,PT,1568471019,1030.8594926932744,"trueskill.Rating(mu=1043.065, sigma=39.133)",244505443,244505443,150130587,226263397,303522078,423102549
7342199,7342199,1,1,We are S-Kryptonite,Skrypton,1566662899,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",159744842,884579637,876922643,257039051,874819648,159744842
7343772,7343772,0,1,raque team,RQtm,1566654241,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",392798733,114554989,96081190,161840907,392798733,95082801
6296400,6296400,1,1,IQBAL IS BACK,IQBAL,1566663791,1000.7390796290653,"trueskill.Rating(mu=1023.799, sigma=55.242)",237903157,434414591,237903157,224211635,400297438,340739593
5723709,5723709,1,2,PrintScreenGaming,PSG,1567171984,986.996696804576,"trueskill.Rating(mu=976.002, sigma=45.551)",408315786,408315786,388883304,380526802,247867845,338925563
7341714,7341714,0,1,ArteezyFans,AF,1566656660,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",156499552,910648357,373825948,160885117,156499552,385647420
7344081,7344081,0,1,SPISTY POTATO CLAP,SPC,1566656795,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",479876045,444446884,379279395,479876045,395867828,909316928
7186760,7186760,11,6,Power.kz,PKZ,1574285783,1068.857844729722,"trueskill.Rating(mu=1086.036, sigma=4.141)",915573115,935495351,140251702,1005675979,915573115,135825515
5047924,5047924,0,1,TeamGlasses,TGl,1566657019,984.1686469580684,"trueskill.Rating(mu=951.053, sigma=72.267)",172958330,183631185,172958330,242103675,390749666,165178477
7297811,7297811,0,1,Omaewa,OMW,1566657320,987.8259631400473,"trueskill.Rating(mu=964.857, sigma=76.367)",100278842,461775264,349081586,100278842,116053398,89022671
5256108,5256108,0,2,Digital Sins,DS,1567172075,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",861686220,861686220,412545237,371700354,877689531,91320651
1740622,1740622,1,0,Genius.team,GT,1566657359,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",384811618,384811618,444476883,164102296,115611716,134852029
1008029,1008029,1,1,Fery The Donkey,FeryKeren.,1566662568,1003.8617092297264,"trueskill.Rating(mu=1062.853, sigma=58.825)",97525520,97525520,189406095,128064680,339780302,129782611
2789477,2789477,0,1,VIrus Pro,VP,1566660213,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",403489385,403489385,877879174,91054207,934065925,200916680
6214275,6214275,0,1,TOP5LADDERA,T5L,1566660605,988.349936642598,"trueskill.Rating(mu=964.867, sigma=76.372)",172356931,129972231,172356931,359851888,286173054,195316571
7348432,7348432,2,0,Boost Esports Academy,Boost,1567171898,1031.9661669788793,"trueskill.Rating(mu=1103.608, sigma=68.959)",121395876,86897762,152960698,121395876,212713081,116850318
6434195,6434195,0,1,xGame,xGame,1566664749,988.2004410282348,"trueskill.Rating(mu=963.898, sigma=75.970)",905972503,905972503,178854845,206244299,124271302,215100535
5215831,5215831,1,0,Yuji Gang,YG,1566668458,1015.2373560493961,"trueskill.Rating(mu=1065.103, sigma=71.833)",339614161,234761781,276936564,339614161,303661529,178997318
6609735,6609735,1,0,unknown,unknown,1566696403,1020.8543832445893,"trueskill.Rating(mu=1147.795, sigma=45.776)",99672424,99672424,385750274,312670020,100175472,229210222
7344641,7344641,1,1,Para Pencari Rampage,PpR,1566720419,1000.7961147714476,"trueskill.Rating(mu=1047.307, sigma=62.531)",330682559,330682559,868814426,351733862,404677402,310677931
7344706,7344706,0,1,kontoru,AE+,1566717179,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",276636212,345652134,844827342,276636212,432353833,151933208
7344630,7344630,2,1,Endless,Endless,1566725993,1013.4419851232134,"trueskill.Rating(mu=1026.062, sigma=55.353)",446141290,168616193,220693649,423304505,446141290,425675948
4539557,4539557,0,1,Team Party,TP,1566718579,984.0323466097632,"trueskill.Rating(mu=947.629, sigma=77.084)",998236325,998236325,329417876,329625817,434214598,400440325
6142027,6142027,0,1,GameReflection,GR,1566734195,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",326978698,326978698,842920993,274378432,898429675,329320488
7355511,7355511,1,1,GachiClub,GC,1566739570,1001.1825536470503,"trueskill.Rating(mu=1012.586, sigma=57.940)",319716336,319716336,124074538,280345370,279323366,198697609
7355536,7355536,1,3,Domashnie Pirozghi,DP,1568552586,971.5424367399048,"trueskill.Rating(mu=956.795, sigma=57.744)",100856148,386209248,1021811239,100856148,384183213,66355330
6362943,6362943,1,0,APELSIN,_,1566734652,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",917595243,917595243,383485140,239334007,225569655,161693347
4541203,4541203,0,1,Team OR,_,1566735143,985.2392984888896,"trueskill.Rating(mu=968.294, sigma=78.428)",300872722,300872722,114761980,298783582,311094064,888446498
2825292,2825292,1,2,Dreamer House,DH,1569763238,982.1109260988153,"trueskill.Rating(mu=951.997, sigma=45.157)",182477233,182477233,182439928,362895381,176452863,176249515
5514643,5514643,0,1,Natus Vincere Second,Na'Vi.S,1566765516,982.5947439013257,"trueskill.Rating(mu=904.183, sigma=67.427)",141797695,141797695,144431007,171880025,99015443,849095455
7355837,7355837,94,86,Team Varanid,_,1584000302,1086.8243827606163,"trueskill.Rating(mu=1084.356, sigma=0.815)",1055976418,1055719842,368587343,1055976418,1055906233,298103127
7355343,7355343,137,140,Immortal Gaming,_,1587556261,934.8592925024541,"trueskill.Rating(mu=1083.574, sigma=0.791)",1011080901,1011080901,130928143,854385793,250781792,213977905
2212362,2212362,4,3,Bad shansi,B.S,1566909386,1056.207953404872,"trueskill.Rating(mu=1096.073, sigma=7.565)",1008507348,1008507348,132513137,128936621,872008996,139739621
7356681,7356681,0,2,-Night Hunters,Brotherh,1566846625,968.3141486019521,"trueskill.Rating(mu=902.075, sigma=59.239)",171235228,99015443,171235228,193640394,141797695,128077931
7356557,7356557,44,48,Flower Club,Flower,1580802016,925.2227569766658,"trueskill.Rating(mu=1082.967, sigma=1.010)",996294961,406618249,365351539,199534585,996294961,308143458
7356597,7356597,39,24,Team Cosy,TC,1581485553,1103.1900866943604,"trueskill.Rating(mu=1085.130, sigma=1.105)",449601315,449601315,1006551580,835678609,909640667,960052472
6269310,6269310,1,0,Ace in the Hole,AitH,1566929496,1016.85103887894,"trueskill.Rating(mu=1077.511, sigma=67.578)",181642737,95632735,181642737,122834852,152722445,842626973
7315013,7315013,39,38,Looking for sponsors,_,1578991892,1087.443350888197,"trueskill.Rating(mu=1081.989, sigma=1.072)",986857888,986857888,995062523,856399307,385763597,349976040
7358582,7358582,78,78,Team Space,_,1585325701,1091.640850873913,"trueskill.Rating(mu=1081.792, sigma=0.826)",1009469896,1051931847,1009469896,1009894221,1009882497,1010098862
674762,674762,43,31,Team Oracle,OCE,1584963594,1049.6331837223736,"trueskill.Rating(mu=1080.928, sigma=1.155)",89972122,358102129,86975889,89972122,297312417,206642367
7358551,7358551,61,57,Sunrise,_,1587619633,1058.9059767356164,"trueskill.Rating(mu=1081.268, sigma=0.883)",132315437,132315437,397480648,397073989,178177481,191364625
7359442,7359442,113,124,Team Aspirations,_,1586402259,1022.0952786386856,"trueskill.Rating(mu=1080.974, sigma=0.795)",1072518364,1009991723,1009744623,1009928326,1009803711,1072518364
2780598,2780598,0,1,The 4.20AM,4:20,1567087376,983.7518683928313,"trueskill.Rating(mu=937.389, sigma=66.465)",184510002,184510002,416343129,253603875,183390774,255536348
7283855,7283855,1,0,NeverMore,NvM,1567089695,1014.5391512703039,"trueskill.Rating(mu=1057.630, sigma=73.004)",184510002,184510002,345508516,416343129,253603875,255536348
5253841,5253841,6,9,WASTED POTENTIAL,WP,1579097749,964.9125280836273,"trueskill.Rating(mu=1070.166, sigma=4.475)",203861537,203861537,128203420,117906884,181929454,134749983
7203633,7203633,1,3,Wasted Potential,WP,1576762369,980.3224622746553,"trueskill.Rating(mu=954.671, sigma=57.926)",134749983,181929454,203861537,117906884,303227901,134749983
7329306,7329306,2,0,Ricardo Milos,OG,1567175512,1030.5304984710244,"trueskill.Rating(mu=1073.937, sigma=74.338)",207912377,384433096,308256785,109639418,207912377,149806403
5077939,5077939,0,1,Divine Team,DT,1567171687,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",200916680,877879174,934065925,403489385,91054207,200916680
2730953,2730953,3,1,TEAM E-ROTIC,E-ROTIC,1572692762,1031.8697508700777,"trueskill.Rating(mu=1058.498, sigma=58.910)",92824319,92824319,92214768,6641401,83916794,92940915
7185899,7185899,1,1,Namys,Namys,1567179450,998.5612260339534,"trueskill.Rating(mu=988.445, sigma=70.004)",456127345,456127345,927721121,369128575,321923868,95949885
7155113,7155113,2,0,$uicideboy$,$u$,1567179421,1031.263693206478,"trueskill.Rating(mu=1084.933, sigma=73.178)",153913405,265988152,304428831,125445069,153913405,141420579
7300703,7300703,0,1,Fire,Fire,1567172292,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",102934143,102934143,1014520556,122759992,349909026,346424066
6955839,6955839,1,0,Teikō,Teikō,1567174712,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",186399969,205567948,315401996,443121163,369744050,186399969
7359821,7359821,0,1,FlyToSun,FTS,1567174712,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",324890767,174429038,324890767,872478098,878084030,897201259
5259037,5259037,1,1,A+,A+,1567180298,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",85530282,85530282,135195658,134493665,179208135,864533496
4538465,4538465,0,1,NextOne,NO,1567175204,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",369200008,179237656,251993709,229814795,326435209,369200008
7009789,7009789,3,5,Progress Gaming,PG,1586012898,977.5376787582344,"trueskill.Rating(mu=1000.424, sigma=36.643)",174765223,309523749,177991572,308256785,913722517,174765223
6488491,6488491,1,0,CyberTron,_,1567179011,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",1016287550,1016287550,355593555,190693966,433234033,1004022359
7101190,7101190,0,1,_,_,1567179421,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",227343429,230906951,164140648,227343429,970637671,208749078
7189125,7189125,2,0,Wolves,WS,1567182559,1031.933882126778,"trueskill.Rating(mu=1098.896, sigma=69.371)",454214077,227573642,379982581,454214077,118754161,275573274
4859253,4859253,1,0,_,_,1567180298,1016.7363067935221,"trueskill.Rating(mu=1084.205, sigma=75.666)",120842837,123392583,170093931,114040350,120842837,886808452
7034779,7034779,0,1,GravityGaming,GG,1567182559,984.7685850457464,"trueskill.Rating(mu=964.299, sigma=83.497)",971614340,337136080,285410466,445831389,971614340,192605145
7371286,7371286,0,2,Execration,XctN,1567315406,971.8911170950728,"trueskill.Rating(mu=955.251, sigma=67.832)",92704330,92704330,114316960,144870065,426764440,389022189
2605437,2605437,0,1,-Minengki-,Minengki,1567326877,985.387083600112,"trueskill.Rating(mu=965.755, sigma=76.769)",0,414787922,124064101,129438451,128052797,286428348
7355488,7355488,0,1,Immensus ,IMNS,1567339236,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",441046672,893319896,137655820,374511184,125272817,441046672
3737081,3737081,1,2,BugurTeam,BugurTeam,1567944267,985.6757091676673,"trueskill.Rating(mu=996.207, sigma=66.728)",310747453,310747453,298767482,332533891,289222492,117472605
7361476,7361476,0,2,MIAMI ,MI,1568548806,969.5694587736592,"trueskill.Rating(mu=940.278, sigma=66.357)",399232128,132320922,399232128,136771850,297316402,207078323
4121951,4121951,0,1,BUG 100000,MARAT,1567339626,984.7448638321056,"trueskill.Rating(mu=956.659, sigma=73.740)",336328536,255160287,477850855,336328536,467392861,876644444
7345422,7345422,1,0,Los Compadres,LC,1567339833,1018.052158483162,"trueskill.Rating(mu=1141.032, sigma=46.828)",152630534,548949754,168504539,152630534,383189447,346834630
5146797,5146797,0,1,_,_,1567340158,984.0,"trueskill.Rating(mu=938.370, sigma=76.089)",135222793,135222793,139577796,142953424,454431300,1010655066
4872110,4872110,1,1,Cowboy+4,CW+4,1567348230,1000.3506080113963,"trueskill.Rating(mu=1046.517, sigma=55.387)",121360485,121360485,194621653,136724200,493502022,315182402
560601,560601,0,1,RedTigers,RT,1567344170,985.4439879605746,"trueskill.Rating(mu=957.481, sigma=74.047)",168573813,168573813,212885485,912955607,839542575,346969189
